type,package,filename,lazy-1,lazy-2,strict
test,DoE.wrapper,bbd.test,0,0,0
test,DoE.wrapper,ccd.augment.test,0,0,0
test,DoE.wrapper,qua.design.test,0,0,0
test,FrF2,FrF2test,0,0,0
test,FrF2,addcentertest,0,0,0
test,FrF2,foldtest,0,0,0
test,FrF2,generators.from.designtest,0,0,0
test,FrF2,generators.summary.test,0,0,0
test,FrF2,godolphintest,0,0,0
test,FrF2,pbtest,0,0,0
test,GGMselect,bsch,0,0,0
test,GGMselect,penInf,0,0,0
test,GGMselect,sh9.2012,0,0,0
test,GGMselect,shPUR,0,0,0
test,GGMselect,test1Fast,0,0,0
test,GGMselect,test1QE,0,0,0
test,GGMselect,test2Fast,0,0,0
test,GGMselect,test2QE,0,0,0
test,GGMselect,test3Fast,0,0,0
test,GGMselect,test3QE,0,0,0
test,GGMselect,test5Fast,0,0,0
test,GGMselect,test7Fast,0,0,0
test,GGMselect,testMyFam,0,0,0
test,GeneralizedHyperbolic,doRUnit,1,1,1
test,GeneralizedHyperbolic,ghypInversionTests,0,0,0
test,GeneralizedHyperbolic,problemData,0,0,0
test,GeneralizedHyperbolic,runghypMoments,0,0,0
test,GeneralizedHyperbolic,test.qgig,0,0,0
test,ISOweek,run-all,0,0,0
test,ISOweek,test-ISOweek,1,1,1
test,ISOweek,test-ISOweek-internal,1,1,1
test,ISOweek,test-ISOweek2date,1,1,1
test,ISOweek,test-ISOweekday,1,1,1
test,ISOweek,test-date2ISOweek,1,1,1
test,LatticeKrig,LKrig.FindNorm.test,0,0,0
test,LatticeKrig,LKrig.LKCylinder.test,0,0,0
test,LatticeKrig,LKrig.LKSphere.test,0,0,0
test,LatticeKrig,LKrig.basis.test,0,0,0
test,LatticeKrig,LKrig.lnPLike.test,0,0,0
test,LatticeKrig,LKrig.nullspace.test,0,0,0
test,LatticeKrig,LKrig.precision.test,0,0,0
test,LatticeKrig,LKrig.se.test,0,0,0
test,LatticeKrig,LKrig.test,0,0,0
test,LatticeKrig,LKrig.test.3D,0,0,0
test,LatticeKrig,LKrig.test.Nonstationary,0,0,0
test,LatticeKrig,LKrig.test.inverse,0,0,0
test,LatticeKrig,LKrig.testFindAwght,-1,-1,-1
test,LatticeKrig,LKrigMarginalVariance.test,0,0,0
test,Matching,AbadieImbens,0,0,0
test,Matching,DehejiaWahba,0,0,0
test,Matching,GenMatch,0,0,0
test,Matching,Matchby,0,0,0
test,MatrixModels,MModels,0,0,0
test,MuMIn,gam,0,0,0
test,MuMIn,gam-smooth-match,0,0,0
test,MuMIn,glm,0,0,0
test,MuMIn,glm.nb,0,0,0
test,MuMIn,misc-tests,0,0,0
test,MuMIn,multinom,0,0,0
test,MuMIn,nlme,0,0,0
test,MuMIn,parallel,0,0,0
test,MuMIn,quasibinomial,0,0,0
test,MuMIn,rlm,0,0,0
test,MuMIn,singularities,0,0,0
test,MuMIn,survival,0,0,0
test,PerformanceAnalytics,tinytest,0,0,0
test,Polychrome,test-07-member,0,0,0
test,Polychrome,testDeficit,0,0,0
test,Polychrome,testXform,0,0,0
test,PowerTOST,test_2x2,0,0,0
test,PowerTOST,test_2x2x3,0,0,0
test,PowerTOST,test_2x4x2,0,0,0
test,PowerTOST,test_2x4x4,0,0,0
test,PowerTOST,test_ABEL,0,0,0
test,PowerTOST,test_RSABE,0,0,0
test,PowerTOST,test_RatioF,0,0,0
test,PowerTOST,test_parallel,0,0,0
test,R.cache,DEPRECATED,0,0,0
test,R.cache,Object.getChecksum,0,0,0
test,R.cache,StaticMethodsAndNamespaces,0,0,0
test,R.cache,addMemoization,0,0,0
test,R.cache,assertDigest,0,0,0
test,R.cache,clearCache,0,0,0
test,R.cache,evalWithMemoization,0,0,0
test,R.cache,findOSCachePath,0,0,0
test,R.cache,getCachePath,0,0,0
test,R.cache,getCacheRootPath,0,0,0
test,R.cache,loadCache,0,0,0
test,R.cache,memoizedCall,0,0,0
test,R.cache,readCacheHeader,0,0,0
test,R.cache,setCachePath,0,0,0
test,R.cache,setCacheRootPath,0,0,0
test,R.cache,textPrompt,0,0,0
test,R.devices,DevEvalFileProduct,0,0,0
test,R.devices,DevEvalProduct,0,0,0
test,R.devices,capabilitiesX11,0,0,0
test,R.devices,capturePlot,0,0,0
test,R.devices,dataURI,0,0,0
test,R.devices,devAll,0,0,0
test,R.devices,devDump,0,0,0
test,R.devices,devEqualTypes,0,0,0
test,R.devices,devEval,0,0,0
test,R.devices,"devEval,error",0,0,0
test,R.devices,devIsInteractive,0,0,0
test,R.devices,devIsOpen,0,0,0
test,R.devices,devList,0,0,0
test,R.devices,devListIndexOf,0,0,0
test,R.devices,devNew,0,0,0
test,R.devices,devOptions,0,0,0
test,R.devices,devSet,0,0,0
test,R.devices,devTypeName,0,0,0
test,R.devices,favicon,0,0,0
test,R.devices,toNNN,0,0,0
test,R.devices,withPar,0,0,0
test,R.matlab,Matlab,0,0,0
test,R.matlab,"Matlab,options",0,0,0
test,R.matlab,readMat,0,0,0
test,R.matlab,"readMat,noattach",0,0,0
test,R.matlab,startup,0,0,0
test,R.matlab,writeMat,0,0,0
test,R2admb,allinputs,0,0,0
test,R2admb,amak,1,1,1
test,R2admb,do_admb,0,0,0
test,R2admb,is_int,0,0,0
test,R2admb,nonstdreport,0,0,0
test,R2admb,racecond,0,0,0
test,R2admb,skate,1,1,1
test,R2admb,stderr_bug,0,0,0
test,ROI.plugin.glpk,test_glpk,0,0,0
test,RPostgreSQL,connectWithNull,0,0,0
test,RPostgreSQL,createTableMixedCaseTest,0,0,0
test,RPostgreSQL,dataTypeTests,0,0,0
test,RPostgreSQL,dateTZ,0,0,0
test,RPostgreSQL,datetimeTests,0,0,0
test,RPostgreSQL,datetimestampwrite,0,0,0
test,RPostgreSQL,dbColumnInfo,0,0,0
test,RPostgreSQL,dbExistsIssue,0,0,0
test,RPostgreSQL,dbExistsq,0,0,0
test,RPostgreSQL,dbExistsqc,0,0,0
test,RPostgreSQL,dbGetQueryParams,0,0,0
test,RPostgreSQL,dbListFields,0,0,0
test,RPostgreSQL,dbTransactionTests,0,0,0
test,RPostgreSQL,dbWriteTableFailTest,0,0,0
test,RPostgreSQL,dbWriteTableSchema,0,0,0
test,RPostgreSQL,dbWriteTableTest,0,0,0
test,RPostgreSQL,dbWriteTabletypes,0,0,0
test,RPostgreSQL,dbtemptable,0,0,0
test,RPostgreSQL,escape,0,0,0
test,RPostgreSQL,loadDriverAndConnect,0,0,0
test,RPostgreSQL,openSendQuery,0,0,0
test,RPostgreSQL,selectWhereZero,0,0,0
test,RPostgreSQL,selectWithAlias,0,0,0
test,RPostgreSQL,unknowntype,0,0,0
test,RProtoBuf,tinytest,0,0,0
test,RPushbullet,simpleTests,0,0,0
test,RSNNS,testAllDemos,0,0,0
test,RWeka,data_exchange,0,0,0
test,RandVar,tests,0,0,0
test,RcppAnnoy,tinytest,0,0,0
test,RcppEigen,tinytest,0,0,0
test,RcppSimdJson,tinytest,0,0,0
test,RcppTOML,tinytest,0,0,0
test,RcppZiggurat,zigguratTest,0,0,0
test,RcppZiggurat,zigguratTestAll,0,0,0
test,Renext,Unobserved,0,0,0
test,Renext,qmixexp2,0,0,0
test,Require,test-all,-1,-1,-1
test,ResourceSelection,tests,0,0,0
test,Rmixmod,clustering1test,0,0,0
test,Rmixmod,clusteringParametertest,0,0,0
test,Rmixmod,clusteringPartitiontest,0,0,0
test,Rmixmod,heterogeneousDAtest,0,0,0
test,Rmixmod,heterogeneousclusteringtest,0,0,0
test,Rmixmod,ssupervised,0,0,0
test,Rmixmod,test,0,0,0
test,SAM,test_linear,0,0,0
test,SAM,test_logis,0,0,0
test,SpatialExtremes,gradientPllik,0,0,0
test,StanHeaders,rstan,0,0,0
test,TSsql,dbconnect,0,0,0
test,TTR,doRUnit,0,0,0
test,WeightedCluster,onecluster,0,0,0
test,WeightedCluster,typic_analysis,0,0,0
test,XLConnect,run_tests,0,0,0
test,XR,proxyToJSON,1,1,1
test,adegraphics,add,0,0,0
test,adegraphics,adegraphics,0,0,0
test,adegraphics,nbgraph,1,1,1
test,adegraphics,panelSpatial,1,1,1
test,adegraphics,parameter,1,1,1
test,adegraphics,s.arrow,0,0,0
test,adegraphics,s.class,0,0,0
test,adegraphics,s.corcircle,0,0,0
test,adegraphics,s.density,0,0,0
test,adegraphics,s.distri,0,0,0
test,adegraphics,s.image,0,0,0
test,adegraphics,s.label,0,0,0
test,adegraphics,s.logo,0,0,0
test,adegraphics,s.match,0,0,0
test,adegraphics,s.traject,0,0,0
test,adegraphics,s.value,0,0,0
test,adegraphics,s1d.boxplot,0,0,0
test,adegraphics,s1d.class,0,0,0
test,adegraphics,s1d.density,0,0,0
test,adegraphics,s1d.distri,0,0,0
test,adegraphics,s1d.gauss,0,0,0
test,adegraphics,s1d.hist,0,0,0
test,adegraphics,s1d.label,0,0,0
test,adegraphics,s1d.match,0,0,0
test,adegraphics,scatter,0,0,0
test,adegraphics,table.image,0,0,0
test,adegraphics,table.value,0,0,0
test,adegraphics,triangle,0,0,0
test,aster,aster,0,0,0
test,aster,bogus,0,0,0
test,aster,cache,0,0,0
test,aster,chk,0,0,0
test,aster,famber,0,0,0
test,aster,famnegbin,0,0,0
test,aster,famnorloc,0,0,0
test,aster,famnzp,0,0,0
test,aster,fampoi,0,0,0
test,aster,famtnb,0,0,0
test,aster,foobar,1,1,1
test,aster,formula,0,0,0
test,aster,gradmat,0,0,0
test,aster,ktnb,0,0,0
test,aster,ktp,0,0,0
test,aster,matops,0,0,0
test,aster,mlogl-c-export,0,0,0
test,aster,mlogl-cond,0,0,0
test,aster,mlogl-unco,0,0,0
test,aster,newfam,0,0,0
test,aster,newpickle,0,0,0
test,aster,nzp,0,0,0
test,aster,parm,0,0,0
test,aster,penmlogl,0,0,0
test,aster,pickle,0,0,0
test,aster,predict,0,0,0
test,aster,quickle,0,0,0
test,aster,raster,0,0,0
test,aster,reaster,0,0,0
test,aster,reaster-warn,0,0,0
test,aster,reaster1,0,0,0
test,aster,trans,0,0,0
test,aster2,asterdata,0,0,0
test,aster2,constancy,0,0,0
test,aster2,echinacea,0,0,0
test,aster2,echinacea-cond,0,0,0
test,aster2,fam-degen,0,0,0
test,aster2,families,0,0,0
test,aster2,logl,0,0,0
test,aster2,subset,0,0,0
test,aster2,transform,0,0,0
test,aster2,valid,0,0,0
test,aster2,zeros,0,0,0
test,automap,autoKrige.cv,0,0,0
test,automap,automap,0,0,0
test,basefun,Bernstein-Ex,0,0,0
test,basefun,bases-Ex,0,0,0
test,basefun,formula,0,0,0
test,basefun,predict,0,0,0
test,bayesLife,run_tests,1,1,1
test,bayesLife,test_functions,0,0,0
test,bayesTFR,run_tests,1,1,1
test,bayesTFR,test_functions,0,0,0
test,bedr,test.all,0,0,0
test,bedr,test.convert2bed,1,1,1
test,bedr,test.determine.input,1,1,1
test,bedr,test.in.region,1,1,1
test,bedr,test.index2bed,1,1,1
test,bedr,test.is.merged.region,1,1,1
test,bedr,test.is.sorted.region,1,1,1
test,bedr,test.is.valid.region,1,1,1
test,bedr,test.process.input,1,1,1
test,bedr,test.sort.region,1,1,1
test,bedr,test.tabix,1,1,1
test,bfp,dep,0,0,0
test,bfp,shrinkage,0,0,0
test,bfp,test,0,0,0
test,bfp,testSimulation,0,0,0
test,blavaan,tinytest,0,0,0
test,blockmodels,BM_bernoulli,0,0,0
test,blockmodels,BM_bernoulli_covariates,0,0,0
test,blockmodels,BM_bernoulli_covariates_fast,0,0,0
test,blockmodels,BM_bernoulli_multiplex,0,0,0
test,blockmodels,BM_gaussian,0,0,0
test,blockmodels,BM_gaussian_covariates,0,0,0
test,blockmodels,BM_gaussian_multivariate,0,0,0
test,blockmodels,BM_gaussian_multivariate_independent,0,0,0
test,blockmodels,BM_gaussian_multivariate_independent_homoscedastic,0,0,0
test,blockmodels,BM_poisson,0,0,0
test,blockmodels,BM_poisson_covariates,0,0,0
test,bnviewer,alarm,0,0,0
test,bnviewer,clusters,0,0,0
test,bnviewer,coronary,0,0,0
test,bnviewer,gaussian,0,0,0
test,bnviewer,insurance,0,0,0
test,bpcp,FirstObsCensored,0,0,0
test,bpcp,abmmWarningTest,0,0,0
test,bpcp,tests,0,0,0
test,cartography,tinytest,0,0,0
test,cccp,doRUnit,1,1,1
test,censReg,censRegFail,0,0,0
test,censReg,censRegPanelLargerTest,0,0,0
test,censReg,censRegPanelTest,1,1,1
test,censReg,censRegTest,0,0,0
test,cgdsr,runTests,0,0,0
test,cgdsr,test_cgdsr,1,1,1
test,chebpol,all,0,0,0
test,chipPCR,spelling,0,0,0
test,chngpt,doRUnit,0,0,0
test,climdex.pcic,bootstrap,1,1,1
test,climdex.pcic,test_helper_functions,0,0,0
test,climdex.pcic,test_indices,0,0,0
test,climdex.pcic,test_issue_7,0,0,0
test,climdex.pcic,test_primitives,0,0,0
test,cmprsk,test,0,0,0
test,cobs,0_pt-ex,0,0,0
test,cobs,ex1,0,0,0
test,cobs,ex2-long,0,0,0
test,cobs,ex3,0,0,0
test,cobs,multi-constr,0,0,0
test,cobs,roof,0,0,0
test,cobs,small-ex,0,0,0
test,cobs,spline-ex,0,0,0
test,cobs,temp,0,0,0
test,cobs,wind,0,0,0
test,colorSpec,test-CGATS,1,1,1
test,colorSpec,test-atmos,0,0,0
test,colorSpec,test-bands,0,0,0
test,colorSpec,test-emulate,0,0,0
test,colorSpec,test-inventory,0,0,0
test,colorSpec,test-invert,0,0,0
test,colorSpec,test-optimals,0,0,0
test,colorSpec,test-organization,0,0,0
test,colorSpec,test-product,0,0,0
test,colorSpec,test-read,1,1,1
test,colorSpec,test-sink,0,0,0
test,comat,tinytest,0,0,0
test,compositions,AitchisonTest,0,0,0
test,compositions,CheckGeometry,0,0,0
test,compositions,RobustTest,0,0,0
test,compositions,TestMissing,0,0,0
test,compositions,TestSimp,1,1,1
test,compositions,acheck,0,0,0
test,compositions,geostat,1,1,1
test,compositions,missings,0,0,0
test,compositions,quickcheck,0,0,0
test,coxme,bdstest,0,0,0
test,coxme,brfit,1,1,1
test,coxme,lmekin1,0,0,0
test,coxme,lmekin2,0,0,0
test,coxme,nest1,0,0,0
test,coxme,nest2,0,0,0
test,coxme,refine,0,0,0
test,coxme,refine1,0,0,0
test,coxme,refine2,0,0,0
test,coxme,refine3,0,0,0
test,coxme,shrink,0,0,0
test,coxme,slope1,0,0,0
test,coxme,slope2,0,0,0
test,coxme,slope3,0,0,0
test,coxme,slope4,0,0,0
test,coxme,strata1,0,0,0
test,coxme,test0,0,0,0
test,coxme,test1,0,0,0
test,coxme,test2,0,0,0
test,coxme,test3,0,0,0
test,coxme,test4,0,0,0
test,coxme,twoterm,0,0,0
test,cvTools,test-cvFit-once,1,1,1
test,cvTools,test-cvFit-repeated,1,1,1
test,cvTools,test-cvTool-once,1,1,1
test,cvTools,test-cvTool-repeated,1,1,1
test,cvTools,test-cvTuning-once,1,1,1
test,cvTools,test-cvTuning-repeated,1,1,1
test,datapack,test.ResourceMap,1,1,1
test,datapack,test.SystemMetadata,1,1,1
test,datapack,test_DataObject,1,1,1
test,datapack,test_DataPackage,1,1,1
test,dcmle,dcmle_tests,0,0,0
test,depmixS4,test1speed,0,0,0
test,depmixS4,test2getsetpars,0,0,0
test,depmixS4,test3responses,0,0,0
test,diffobj,test-atomic,1,1,1
test,diffobj,test-banner,1,1,1
test,diffobj,test-capture,1,1,1
test,diffobj,test-check,1,1,1
test,diffobj,test-context,1,1,1
test,diffobj,test-core,1,1,1
test,diffobj,test-diffChr,1,1,1
test,diffobj,test-diffDeparse,1,1,1
test,diffobj,test-diffObj,1,1,1
test,diffobj,test-diffPrint,1,1,1
test,diffobj,test-diffStr,1,1,1
test,diffobj,test-file,1,1,1
test,diffobj,test-guide,1,1,1
test,diffobj,test-html,1,1,1
test,diffobj,test-limit,1,1,1
test,diffobj,test-methods,1,1,1
test,diffobj,test-misc,1,1,1
test,diffobj,test-pager,1,1,1
test,diffobj,test-rdiff,1,1,1
test,diffobj,test-s4,1,1,1
test,diffobj,test-scaling,1,1,1
test,diffobj,test-ses,1,1,1
test,diffobj,test-style,1,1,1
test,diffobj,test-subset,1,1,1
test,diffobj,test-summary,1,1,1
test,diffobj,test-text,1,1,1
test,diffobj,test-trim,1,1,1
test,diffobj,test-warnings,1,1,1
test,diffobj,zz-test-check,1,1,1
test,distrEx,Tests,1,1,1
test,diversitree,helper-diversitree,0,0,0
test,diversitree,run-tests,1,1,1
test,diversitree,test-asr,1,1,1
test,diversitree,test-asr-t,1,1,1
test,diversitree,test-bd,1,1,1
test,diversitree,test-bd-split,1,1,1
test,diversitree,test-bd-t,1,1,1
test,diversitree,test-bisse,1,1,1
test,diversitree,test-bisse-split,1,1,1
test,diversitree,test-bisse-t,1,1,1
test,diversitree,test-bisse-td,1,1,1
test,diversitree,test-bisseness,1,1,1
test,diversitree,test-bm,1,1,1
test,diversitree,test-branches,1,1,1
test,diversitree,test-classe,1,1,1
test,diversitree,test-eb,1,1,1
test,diversitree,test-expm,1,1,1
test,diversitree,test-geosse,1,1,1
test,diversitree,test-geosse-t,1,1,1
test,diversitree,test-lambda,1,1,1
test,diversitree,test-mcmc,1,1,1
test,diversitree,test-mkn,1,1,1
test,diversitree,test-mle,1,1,1
test,diversitree,test-musse,1,1,1
test,diversitree,test-musse-multitrait,1,1,1
test,diversitree,test-musse-split,1,1,1
test,diversitree,test-musse-t,1,1,1
test,diversitree,test-ode,1,1,1
test,diversitree,test-ou,1,1,1
test,diversitree,test-pgls,1,1,1
test,diversitree,test-quasse,1,1,1
test,diversitree,test-quasse-internal,1,1,1
test,diversitree,test-quasse-split,1,1,1
test,diversitree,test-rescale,1,1,1
test,diversitree,test-time-machine,1,1,1
test,diversitree,test-unresolved,1,1,1
test,diversitree,test-utils,1,1,1
test,doFuture,cluster-missing-doFuture-pkg,1,1,1
test,doFuture,"doRNG,dopar",1,1,1
test,doFuture,"doRNG,dorng",1,1,1
test,doFuture,foreach,1,1,1
test,doFuture,"foreach,errors",1,1,1
test,doFuture,"foreach,globals",1,1,1
test,doFuture,"foreach,nested",1,1,1
test,doFuture,"foreach,nested_dopar",1,1,1
test,doFuture,makeChunks,1,1,1
test,doFuture,options,1,1,1
test,doFuture,registerDoFuture,1,1,1
test,doFuture,times,1,1,1
test,doFuture,utils,1,1,1
test,doFuture,"zzz,BiocParallel",1,1,1
test,doFuture,"zzz_opt-in,NMF,examples",0,0,0
test,doFuture,"zzz_opt-in,TSP,examples",0,0,0
test,doFuture,"zzz_opt-in,caret,examples",0,0,0
test,doFuture,"zzz_opt-in,foreach,examples",0,0,0
test,doFuture,"zzz_opt-in,future.BatchJobs",1,1,1
test,doFuture,"zzz_opt-in,future.batchtools",1,1,1
test,doFuture,"zzz_opt-in,glmnet,examples",0,0,0
test,doFuture,"zzz_opt-in,plyr",1,1,1
test,doFuture,"zzz_opt-in,plyr,examples",0,0,0
test,docxtractr,tinytest,0,0,0
test,dreamerr,tests_dreamerr,0,0,0
test,dse,TSdataTests,0,0,0
test,dse,dse1tst01,0,0,0
test,dse,dse1tst02,0,0,0
test,dse,dse1tst07,0,0,0
test,dse,dse1tst08,0,0,0
test,dse,dse1tst09,0,0,0
test,dse,dse2tst2,0,0,0
test,dse,dse2tstgd1,0,0,0
test,dse,estMaxLik,0,0,0
test,dse,estMaxLikwithConstants,0,0,0
test,dse,smoother,0,0,0
test,dse,trend,0,0,0
test,effects,effect-tests-1,0,0,0
test,effects,effect-tests-2,0,0,0
test,effects,regression-tests,0,0,0
test,elliptic,aaa,0,0,0
test,ergm.count,valued_fit,0,0,0
test,ergm.count,valued_sim,1,1,1
test,ess,tinytest,0,0,0
test,etm,test.etmCIF,0,0,0
test,etm,tests.etm,0,0,0
test,fAsianOptions,doRUnit,1,1,1
test,fCopulae,doRUnit,1,1,1
test,fExoticOptions,doRUnit,1,1,1
test,fExtremes,doRUnit,1,1,1
test,fMultivar,doRUnit,1,1,1
test,fOptions,doRUnit,1,1,1
test,filehashSQLite,reg-tests,0,0,0
test,fit.models,glmfm,0,0,0
test,fit.models,lmfm,0,0,0
test,fixest,fixest_tests,0,0,0
test,flexclust,boot,0,0,0
test,flexclust,disttests,0,0,0
test,flexclust,plots,0,0,0
test,flexclust,weights,0,0,0
test,fractaldim,run_tests,1,1,1
test,fractaldim,test_functions,0,0,0
test,freqdom,convolution,0,0,0
test,freqdom,cov.structure,0,0,0
test,freqdom,dpca,0,0,0
test,freqdom,filtering,0,0,0
test,freqdom,fourier,0,0,0
test,freqdom,integration,0,0,0
test,gWidgets2,button,1,1,1
test,gWidgets2,calendar,1,1,1
test,gWidgets2,checkbox,1,1,1
test,gWidgets2,combobox,1,1,1
test,gWidgets2,containers,1,1,1
test,gWidgets2,df,1,1,1
test,gWidgets2,edit,1,1,1
test,gWidgets2,html,1,1,1
test,gWidgets2,label,1,1,1
test,gWidgets2,notebook,1,1,1
test,gWidgets2,radio,1,1,1
test,gWidgets2,slider,1,1,1
test,gWidgets2,statusbar,1,1,1
test,gWidgets2,table,1,1,1
test,gWidgets2,text,1,1,1
test,gWidgets2,tree,1,1,1
test,gWidgets2,window,1,1,1
test,gWidgets2RGtk2,run-tests,0,0,0
test,gWidgets2tcltk,run-tests,0,0,0
test,genetics,ci.balance,0,0,0
test,genetics,makeGenotype_with_sep,0,0,0
test,genetics,test.NA,0,0,0
test,geojsonsf,tinytest,0,0,0
test,geometries,tinytest,0,0,0
test,geonames,testing,1,1,1
test,ggcorrplot,spelling,0,0,0
test,ggnormalviolin,spelling,0,0,0
test,giscoR,tinytest,0,0,0
test,globals,Globals,1,1,1
test,globals,cleanup,1,1,1
test,globals,conservative,1,1,1
test,globals,dotdotdot,1,1,1
test,globals,findGlobals,1,1,1
test,globals,formulas,1,1,1
test,globals,globalsByName,1,1,1
test,globals,globalsOf,1,1,1
test,globals,liberal,1,1,1
test,globals,utils,1,1,1
test,globals,walkAST,1,1,1
test,globals,zzz,0,0,0
test,gmodels,lme-test,0,0,0
test,gmodels,test_estimable_mlm,0,0,0
test,grImport,testpage,0,0,0
test,grImport2,test-clip,1,1,1
test,grImport2,test-paths,1,1,1
test,grImport2,test-raster,1,1,1
test,grImport2,test-rect,1,1,1
test,grImport2,test-symbol,1,1,1
test,gridSVG,testanimate,0,0,0
test,gridSVG,testattrib,0,0,0
test,gridSVG,testball,0,0,0
test,gridSVG,testclasses,0,0,0
test,gridSVG,testclippath,0,0,0
test,gridSVG,testcomment,0,0,0
test,gridSVG,testelement,0,0,0
test,gridSVG,testfilter,0,0,0
test,gridSVG,testforce,0,0,0
test,gridSVG,testgradientfill,0,0,0
test,gridSVG,testgrid,0,0,0
test,gridSVG,testid,0,0,0
test,gridSVG,testlink,0,0,0
test,gridSVG,testmask,0,0,0
test,gridSVG,testpath,0,0,0
test,gridSVG,testpatternfill,0,0,0
test,gridSVG,testpendulum,0,0,0
test,gridSVG,testplot,0,0,0
test,gridSVG,testplotmath,0,0,0
test,gridSVG,testpolyline,0,0,0
test,gridSVG,testprefix,0,0,0
test,gridSVG,testrotate,0,0,0
test,gridSVG,testsvg,0,0,0
test,gridSVG,testtransparency,0,0,0
test,gridSVG,testvp,0,0,0
test,grpreg,test,0,0,0
test,gtfsio,tinytest,0,0,0
test,gtrendsR,tinytest,0,0,0
test,hdi,ex-clusterGroupBound,0,0,0
test,hdi,ex-lasso.proj,0,0,0
test,hdi,ex-plotClusterGroupBound,0,0,0
test,hdi,groupTsts,0,0,0
test,hdi,test-lasso,0,0,0
test,hdi,test-multisplit,0,0,0
test,hdi,test-ridge,0,0,0
test,hdi,test-stability,0,0,0
test,highr,test-all,0,0,0
test,huge,test,0,0,0
test,ic.infer,testcases,0,0,0
test,ic.infer,testcasesRandom,0,0,0
test,ic.infer,weightstests,0,0,0
test,intamap,anisotropyTest,0,0,0
test,intamap,block,0,0,0
test,intamap,idw,0,0,0
test,intamap,interpolate,0,0,0
test,intamap,interpolateBlock,0,0,0
test,intamap,javaR,0,0,0
test,intamap,linearVariogram,0,0,0
test,intamap,minimal,0,0,0
test,intamap,transGaussian,0,0,0
test,intamap,unbiased,0,0,0
test,intergraph,test-asDF,1,1,1
test,intergraph,test-asIgraph,1,1,1
test,intergraph,test-asNetwork,1,1,1
test,intergraph,test-attrmap,1,1,1
test,intergraph,test-github_issues,1,1,1
test,intergraph,test-netcompare,1,1,1
test,intergraph,test-validnet,1,1,1
test,intergraph,testall,0,0,0
test,ipred,ipred-bugs,0,0,0
test,ipred,ipred-segfault,0,0,0
test,ipred,ipred-smalltest,0,0,0
test,kappalab,Choquet.integral-methods,0,0,0
test,kappalab,Mobius-methods,0,0,0
test,kappalab,Mobius.capacity-class,0,0,0
test,kappalab,Mobius.card.set.func-class,0,0,0
test,kappalab,Mobius.game-class,0,0,0
test,kappalab,Mobius.set.func-class,0,0,0
test,kappalab,Shapley.value-methods,0,0,0
test,kappalab,capacity-class,0,0,0
test,kappalab,card.capacity-class,0,0,0
test,kappalab,card.game-class,0,0,0
test,kappalab,card.set.func-class,0,0,0
test,kappalab,conjugate-methods,0,0,0
test,kappalab,entropy-methods,0,0,0
test,kappalab,entropy.capa.ident,0,0,0
test,kappalab,heuristic.ls.capa.ident,0,0,0
test,kappalab,interaction.indices-methods,0,0,0
test,kappalab,is.cardinal-methods,0,0,0
test,kappalab,is.kadditive-methods,0,0,0
test,kappalab,is.monotone-methods,0,0,0
test,kappalab,k.truncate.Mobius-methods,0,0,0
test,kappalab,least.squares.capa.ident,0,0,0
test,kappalab,lin.prog.capa.ident,0,0,0
