vm,commit,suite,benchmark,ms,warm
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1363.590000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1349.508000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1345.665000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1334.948000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1345.421000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1331.113000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1334.530000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1328.319000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1339.798000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1320.603000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1339.616000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1347.280000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1335.462000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1323.330000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,spectralnorm_alt_3,1341.739000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1205.153000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1191.501000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1188.822000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1187.793000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1183.444000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1163.704000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1187.623000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1196.112000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1181.474000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1189.448000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1190.598000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1176.688000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1187.212000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1189.172000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_3,1195.885000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2376.475000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2337.538000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2341.435000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2338.488000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2347.544000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2346.473000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2326.435000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2337.344000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2346.757000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2354.789000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2330.945000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2344.731000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2343.458000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2334.364000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fannkuchredux,2349.396000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,827.467000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,813.946000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,812.175000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,815.574000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,832.191000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,798.273000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,838.871000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,808.543000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,796.333000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,794.613000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,797.126000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,803.882000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,797.099000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,798.227000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,nbody_2,796.224000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1150.394000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1151.966000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1130.259000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1136.772000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1137.806000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1143.107000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1142.165000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1150.561000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1137.701000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1132.562000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1157.263000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1142.981000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1140.940000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1134.741000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta,1145.700000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1221.359000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1210.632000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1225.453000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1229.853000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1202.572000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1242.830000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1278.865000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1243.537000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1218.503000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1229.890000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1245.502000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1209.430000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1255.656000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1245.384000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_naive_2,1210.305000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1135.288000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1130.229000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1113.706000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1119.794000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1121.472000,0
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1112.478000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1117.774000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1120.792000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1118.953000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1117.454000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1118.248000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1135.128000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1124.871000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1120.315000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fasta_2,1119.299000,1
Ř,9c038edb3727233d45b5c6b8b94186451a0c9b6d,shootout,fastaredux_naive,822.034000,0
